head, type, tail
monolayer,has part,cell
DOX,instance of,combination
HC,instance of,combination
carbon dots,subject has role,permeabilization
cancer cells,has effect,metastasis
cell lysis,subclass of,bio-responses
anti-cancer drug,subclass of,therapeutic
symptomatology,studies,symptoms
primary symptoms,subclass of,symptoms
multi-targeted approach,facet of,traditional Chinese medicine
intrinsic mechanisms of action,facet of,TCM
TCM,subclass of,Systems biology
self-harm,has effect,suicide
self-harm,subclass of,suicidal
Ethos,owned by,British Library
self-harm,subclass of,suicidal behaviour
meta-ethnographic,subclass of,analysis
studies,has part,analysis
analysis,part of,studies
recovery from self-harm,facet of,self-harm
self-harm,said to be the same as,suicide
suicide,said to be the same as,self-harm
Recovery from self-harm,main subject,mental health
Regional heterothermy,facet of,endotherms
heterothermy,facet of,ectotherms
snakes,subclass of,ectotherms
ring-necked snake,taxonomic type,Diadophis punctatus
Diadophis punctatus,parent taxon,ring-necked snake
heterothermy,has part,body shape
temperature,different from,measured externally
measured externally,different from,temperature
thermal gradient,subclass of,temperature
heterothermy,facet of,thermal environment
physiological,has part,morphological
morphological,part of,physiological
immunomodulating therapy,subclass of,therapeutics
Cancer-associated fibroblasts,part of,PDAC
PDAC,has part,Cancer-associated fibroblasts
inflammatory,subclass of,CAF
myofibroblastic,subclass of,CAF
iCAF,instance of,phenotype
Cancer Research,has part,PDAC
PDAC,part of,Cancer Research
IL6,subclass of,cytokines
hypoxia,subclass of,oxygen gradients
iCAF,facet of,CAF heterogeneity
related article,author,Schwörer et al.
mouth,connects with,swim bladder
swim bladder,connects with,mouth
surface,subclass of,behavior
larva,subclass of,fish
mechanosensory lateral line,subclass of,sensory system
lateral line,part of,swim bladder
lateral line,part of,zebrafish
swim bladder,use,buoyant
lateral line,parent taxon,zebrafish
hyperinflation,subclass of,inflation
lateral line,subclass of,hair cells
lateral line,subclass of,sensory information
wild type,opposite of,lateral line mutant
lateral line mutant,opposite of,wild type
acute myocardial infarction,has cause,acute cardiac ischemia
sudden cardiac death,has cause,acute cardiac ischemia
acute cardiac ischemia,has effect,acute myocardial infarction
acute cardiac ischemia,has effect,sudden cardiac death
AMI,has effect,SCD
SCD,has cause,AMI
chronic hypoxia,has effect,cardiovascular
positive,opposite of,adverse effects
adverse effects,opposite of,positive
reperfusion,has cause,infarct
pulmonary hypertension,has cause,right ventricular hypertrophy
right ventricular hypertrophy,has effect,pulmonary hypertension
ischemia,has effect,reperfusion
CH,subject has role,cardioprotective
Adenosine triphosphate,part of,mitochondria
mitochondria,has part,Adenosine triphosphate
glutamine synthetase,subclass of,glutamate synthase
glutamate synthase,has part,glutamine synthetase
carbon metabolism,has part,ammonium assimilation
ammonium assimilation,part of,carbon metabolism
lysine acetylation,instance of,protein
Pat acetyltransferase,subject has role,acetylation
CobB,subclass of,deacetylase
acetylation,has part,adenylylation
glutamine,has part,carbon
glutamate,has part,carbon
adenylylation-mimetic,subclass of,mutations
acetylation-mimicking,subclass of,mutations
ammonium,has part,carbon
fecal microbiota,part of,gut-brain axis
cross-sectional,subclass of,analysis
16s rRNA,subclass of,gene sequencing
low,different from,overweight
overweight,different from,low
Dysbiosis,has effect,type 1 diabetes mellitus
prebiotics,subclass of,probiotics
PubMed,has part,EMBASE
STATA,use,quantitative data
sarcopenia,subclass of,muscle wasting
African killifish,parent taxon,vertebrate
skeletal muscle,part of,life span
life span,has part,skeletal muscle
extremely old,subclass of,killifish
triglycerides,studied by,systems metabolomics
mitohormesis,has effect,lipid metabolism
lipid metabolism,has cause,mitohormesis
long-lived,subclass of,life span extension
sarcopenia,has effect,longevity
longevity,has cause,sarcopenia
multiple sclerosis,has cause,Vitamin D
CYP24A1,instance of,gene
CYP24A1,instance of,protein
exosome,part of,epithelial-mesenchymal transition
epithelial-mesenchymal transition,has part,exosome
exosome,instance of,therapeutic
Exosome toxicology,studies,exosome heterogeneity
Exosome toxicology,studies,exosome profiling
exosome heterogeneity,studied by,Exosome toxicology
exosome profiling,studied by,Exosome toxicology
precision oncology,subclass of,cancer vaccine
reproduction,has part,uterine contractions
uterine contractions,part of,reproduction
hypothalamic,part of,end organ
thyrotropes,subclass of,stem cell
thyrotropes,subclass of,pituitary cell
Pou1f1,instance of,markers
Nr5a1,instance of,markers
lineage tracing,subclass of,immunohistochemistry
pars distalis,subclass of,thyrotropes
pars tuberalis,subclass of,thyrotropes
Pou1f1-negative pars tuberalis thyrotropes,subclass of,thyrotropes
single-cell,subclass of,transcriptomics
Acute otitis media,subclass of,ear infection
antimicrobial resistance,subclass of,infections
antimicrobial resistance,studied by,microbiology
Retrospective observational analysis,subclass of,Observational
Manchester Medical,subsidiary,Manchester Medical Microbiology Partnership Laboratories
Manchester Medical Microbiology Partnership Laboratories,parent organization,Manchester Medical
swab,use,aural
antimicrobial resistance,subclass of,organism
children,uses,swabs
yeast,subclass of,anaerobes
0,said to be the same as,4 years
4 years,said to be the same as,0
P. Auruginosa,taxonomic type,P. Auruginosa
P. Auruginosa,parent taxon,P. Auruginosa
resistance,subclass of,antimicrobial
amoxicillin,medical condition treated,H. influenzae
H. influenzae,drug used for treatment,amoxicillin
antimicrobial resistance,facet of,infections
pembrolizumab,medical condition treated,non-small-cell lung cancer
non-small-cell lung cancer,drug used for treatment,pembrolizumab
KEYNOTE-407,country,Japan
pembrolizumab,medical condition treated,migraine
paclitaxel,medical condition treated,migraine
migraine,drug used for treatment,pembrolizumab
migraine,drug used for treatment,paclitaxel
migraine,has cause,delta opioid receptor
enkephalin,subclass of,opioid receptor
central nervous system,has part,opioid receptor
sodium nitroprusside,subject has role,nitric oxide
grimace,subclass of,facial features
PL37,subject has role,dual enkephalinase inhibitor
oral gavage,medical condition treated,periorbital hypersensitivity
oral gavage,different from,intravenous
naltrindole,subject has role,DOR antagonist
CTAP,subject has role,mu-opioid receptor antagonist
naloxone methiodide,subject has role,opioid receptor antagonist
migraine,has cause,stress-induced
Peripheral targeting,medical condition treated,migraine
migraine,drug used for treatment,Peripheral targeting
Haplodiploidy,subclass of,asymmetric inheritance
haplodiploidy,different from,haploid
haploid,different from,haplodiploidy
dosage compensation,facet of,sex determination
Mendelian transmission,instance of,evolutionary trap
Eriococcidae,parent taxon,scale insect
cytological,studied by,cytological
cytological,studies,cytological
PGE,facet of,Eriococcidae
somatic cells,part of,meiosis
Mendelian inheritance,instance of,asymmetric inheritance
focal seizure,subclass of,pathological process
Bern,country,CH
optogenetics,subclass of,manipulate subpopulations of cells
aetiology,studies,seizure
seizure,studied by,aetiology
ELT-2,subclass of,transcription factor
embryo,followed by,larva
larva,follows,embryo
transcriptional,part of,transcriptome
transcriptome,has part,transcriptional
intestine,has part,cells
cells,part of,intestine
ELT-2,instance of,gene
embryo,has part,L3 stage
L3 stage,part of,embryo
intestinal transcription,subclass of,transcription factors
over-expression,opposite of,under-expression
promoter,part of,autoregulation
buccal armature,part of,Gastropoda
adaptive,subclass of,phylogenetically informative
morphology,studied by,morphological
Dendronotus,parent taxon,nudibranch
esophagus,connects with,oral tube
gnathoblast,parent taxon,Cladobranchia
gnathoblast,has part,endoplasmic reticulum
turnover,facet of,gnathoblast
radula,part of,mollusc
radular tooth,subclass of,cells
tooth size,facet of,tooth
radular teeth,subclass of,teeth
joints,subclass of,Muscles
Snakes,instance of,study system
constriction,use,locomotion
vertebrae,part of,anatomy
corn snake,has part,Pantherophis guttatus
Pantherophis guttatus,part of,corn snake
muscle span,part of,torque-displacement trade-offs
torque-displacement trade-offs,has part,muscle span
multifidus,instance of,muscle group
longissimus dorsi,instance of,muscle group
iliocostalis,instance of,muscle group
levator costae,instance of,muscle group
positive allometry,instance of,isometry
levator costae,connects with,epaxial muscles
epaxial muscles,connects with,levator costae
Lever arm,instance of,muscles
functional regionalization,subclass of,regional variation
snake muscle,subclass of,multiarticular muscle system
articulated,facet of,vertebrate
jaw,connects with,muscle joint
muscle joint,connects with,jaw
beak,part of,cephalopod
octopus,parent taxon,cuttlefish
contrast-enhanced,subclass of,computed tomography
decapodiform,subclass of,buccal mass
octopodiform,subclass of,buccal mass
postero-lateral mandibular muscle,instance of,muscle
coleoid,has part,jaw
in vivo,subclass of,functional analyses
lymphatic system,part of,immune response
immune response,has part,lymphatic system
breast,subclass of,solid tumor
melanoma,subclass of,solid tumor
mRNA vaccine,facet of,COVID-19 pandemic
first-pass metabolism,has effect,bioavailability
prodrug,subclass of,drug delivery
lipid,part of,lymphatic
lymphatic,has part,lipid
lymphatic,part of,tissue
tissue,has part,lymphatic
organelles,part of,biological barriers
non-specific,subclass of,anticancer agent
lipid chimera,subclass of,anticancer agent
metastasis,facet of,lymphatic cancer
autoimmunity,has effect,autoimmune diseases
autoimmune diseases,has cause,autoimmunity
post-translationally modified,subclass of,autoantigens
expression profile,part of,genetic
K,subclass of,amino acid
D,subclass of,amino acid
E,subclass of,amino acid
transferase,subclass of,proteins
Genome,has part,proteome
proteome,part of,Genome
AAg,instance of,biomarker
allergic reactions,has cause,Irrational use of fluoroquinolones
Molecularly imprinted polymer,subclass of,molecular imprinting technology
morphologies,facet of,nanomaterials
MIPs,facet of,food safety
covalent probe,use,drug discovery
"3-Bromo-4,5-dihydroisoxazole",instance of,moiety
selectiveivity,subclass of,reactivity
complementary protein sites,part of,protein
ShcA,subclass of,adapter protein
extracellular signal regulated kinase,subclass of,receptor tyrosine kinase
embryogenesis,has part,germ layer
germ layer,part of,embryogenesis
P66Shc,subclass of,ShcA isoforms
embryonic development,has part,early lineage commitment
early lineage commitment,part of,embryonic development
embryonic stem cell,subclass of,stem cell
core,subclass of,pluripotency markers
naïve,subclass of,pluripotency markers
leukemia inhibitory factor,subclass of,pharmacologic inhibitor
STAT3(S727),part of,Signal transducer and activator of transcription
post-implantation,part of,embryonic development
extracellular matrix,part of,tissues
tissues,has part,extracellular matrix
cellular Potts model,instance of,cell-based models
mean-field approaches,subclass of,ECM
fibrous ECM,studied by,mechanics
mechanics,studies,fibrous ECM
bead-spring model,subclass of,ECM fiber networks
fiber network,has part,contractile cell
network crosslinking,subclass of,contractile cell forces
atomic force microscopy,subclass of,silico
mechanobiology,studies,morphogenesis
morphogenesis,studied by,mechanobiology
ecological assemblages,has part,assemblages
assemblages,part of,ecological assemblages
alpha diversity change,subclass of,Compositional reorganization
compositional reorganization,subclass of,temporal trajectories
magnitude,facet of,rates of change
linear directional change,opposite of,non-directional change
non-directional change,opposite of,linear directional change
compositional change,subclass of,rate of change
threshold-like behaviour,subclass of,Compositional reorganization
Long noncoding RNA,subclass of,non-(protein)-coding RNA
pathological mechanisms of CVDs,facet of,CVDs
blastic phase,subclass of,Myeloproliferative neoplasm
MPN-BP,drug used for treatment,azacytidine
MPN-BP,drug used for treatment,venetoclax
MPN-BP,drug used for treatment,ruxolitinib
azacytidine,medical condition treated,MPN-BP
venetoclax,medical condition treated,MPN-BP
ruxolitinib,medical condition treated,MPN-BP
Median age,said to be the same as,76 years
76 years,said to be the same as,Median age
complete remission,subclass of,response rate
median overall survival,instance of,95% CI
toxicity,has effect,quality of life
quality of life,has cause,toxicity
serine protease,subclass of,Alkaline protease
serine protease,subclass of,extracellular
SKS10,manufacturer,SKS
ammonium sulfate precipitation,subclass of,chromatography
BRAFV600E,subclass of,melanoma
acquired resistance,subclass of,onset
M1 macrophage,has part,vascular endothelial growth factor
VEGFA,medical condition treated,melanoma
BRAF,medical condition treated,melanoma
melanoma,drug used for treatment,VEGFA
melanoma,drug used for treatment,BRAF
D4M melanoma,has cause,VEGFA/BRAF targeting
VEGFA/BRAF targeting,has effect,D4M melanoma
macrophage,has part,monocyte
differentiation,facet of,osteoclast
osteoclast,subclass of,differentiation
innate,subclass of,immune cells
osteoclast,has effect,bone resorption
bone resorption,has cause,osteoclast
micro-RNA,subclass of,noncoding RNA
circular RNA,subclass of,noncoding RNA
long noncoding RNA,subclass of,noncoding RNA
osteoporosis,subclass of,skeletal diseases
osteoarthritis,subclass of,skeletal diseases
rheumatoid arthritis,subclass of,skeletal diseases
osteoclastogenesis,has effect,bone pathologies
bone pathologies,has cause,osteoclastogenesis
Colorectal cancer,subclass of,gastrointestinal cancers
oxidative pathway,part of,alcohol metabolism
alcohol metabolism,has part,oxidative pathway
tumor suppressive,opposite of,cancer progression
cancer progression,opposite of,tumor suppressive
CRC,has cause,ALDH2
gene expression,has effect,enzymatic
CVT-10216,has part,daidzein
daidzein,part of,CVT-10216
fibronectin,part of,mRNA
snail,part of,mRNA
twist,part of,mRNA
MMP7,part of,mRNA
CD44,part of,mRNA
c-Myc,part of,mRNA
SOX2,part of,mRNA
OCT-4,part of,mRNA
Gene Set Enrichment Analysis,part of,The Cancer Genome Atlas
The Cancer Genome Atlas,has part,Gene Set Enrichment Analysis
pGSK3β,has part,serine 9
serine 9,part of,pGSK3β
β-catenin,instance of,signaling
stemness,has effect,migration
migration,has cause,stemness
daidzein,instance of,isoflavone
Pyridoxal 5'-phosphate,instance of,vitamin B6
thymidylate synthase,product or material produced,thymidylate
chromosome aberrations,has cause,1C metabolism
1C metabolism,has effect,chromosome aberrations
Drosophila,instance of,model system
SHMT,subclass of,RNAi
TS depletion,has effect,chromosome damage
PLP depletion,has effect,chromosome damage
PLP-proficient,opposite of,PLP-deficient
research,part of,scientific field
scientific field,has part,research
arXiv,founded by,Paul Ginsparg
BioRxiv,instance of,preprint servers
medRxiv,instance of,preprint servers
academic,opposite of,non-academic
non-academic,opposite of,academic
editors,field of this occupation,peer review
peer review,practiced by,editors
journal,editor,Editor
journal articles with preprints,has part,preprints
authors,part of,researchers
arginine,subclass of,protein
lysine,subclass of,protein
histones,subclass of,nucleic acid
methyl sites,part of,proteins
flagellar protein,subclass of,non-histone protein
RNA binding protein,subclass of,non-histone protein
parasite,parent taxon,trypanosomes
Neoadjuvant,subclass of,chemotherapy
neoadjuvant vinblastine-prednisolone,medical condition treated,MCTs
histopathology,part of,clinical
post-operative,subclass of,follow-up
St. Andrew's Cathedral,located in the administrative territorial entity,London
MARG,subclass of,surgical margins
MORB,subclass of,surgical margins
partial response,subclass of,surgery
NA-VP,medical condition treated,indication for undergoing surgery
undergoing surgery,medical condition treated,NA-VP
MARG,instance of,MORB
wound dehiscence,subclass of,dehiscence
Complete excision,subclass of,excision
surgery,has effect,follow-up
follow-up,has cause,surgery
completeness of excision,has part,mitotic count
NA-VP,use,pre-operative setting
completeness of excision,facet of,clinical response
Trisomy 21,subclass of,aneuploidy
oogenesis,has effect,conception
conception,has cause,oogenesis
maternal age,facet of,maternal meiosis
causal,opposite of,exogenous factors
exogenous factors,opposite of,causal
ascertainment bias,facet of,proof of an environmental agent
epidemiological studies,has part,monitoring
monitoring,part of,epidemiological studies
non-invasive,subclass of,prenatal test
Down syndrome,subclass of,sentinel phenotype
chromosomal nondisjunction,subclass of,genomic variants
class I histone deacetylase inhibitor,medical condition treated,medulloblastoma
single drug treatment,subclass of,clinical efficacy
HDACi,instance of,compound
PLK1i,subclass of,PLK1-specific inhibitors
HDACi,subclass of,entinostat
in vivo experiment,facet of,clinical potential
PLK1i,subject has role,monotherapy
Entinostat,subject has role,cytotoxic
PLK1i,subject has role,cytotoxic
MYC amplification,instance of,biomarker
MB PDX,subclass of,orthotopic MYC
PLK1i,part of,blood-brain barrier
management strategies,facet of,agroecosystem
oilseed rape,taxonomic type,Brassica napus
Brassica napus,parent taxon,oilseed rape
oilseed rape,country,Denmark
budding stage,followed by,inflourescence development
inflourescence development,follows,budding stage
pollen beetle,uses,Optical sensor
Optical sensor,use,early warning
rape,subclass of,oilseed
Helicobacter pylori,has effect,gastric disease
gastric disease,has cause,Helicobacter pylori
occludin,instance of,proteins
claudin-8,instance of,proteins
E-cadherin,instance of,proteins
casein zymography,studies,HtrA trimer
serine,subclass of,leucine
serine,instance of,amino acid
hydrophilic,subclass of,amino acid
HtrA,subclass of,protease
viral,has effect,infection
bacterial,has effect,infection
autoimmune,subclass of,neuroinflammatory diseases
agonists,opposite of,antagonists
antagonists,opposite of,agonists
STING-agonist,has part,STING
STING,part of,STING-agonist
phospho-STING,part of,STING
endoplasmic reticulum,connects with,proteasome
proteasome,connects with,endoplasmic reticulum
innate immune,has part,anti-viral
anti-viral,part of,innate immune
E3 ligase,product or material produced,STING
E3 ligase,subclass of,protein degradation
E-IEs,has part,ethanol
intracellular extract,different from,U-IEs
U-IEs,different from,intracellular extract
stress,has effect,stress response mechanism
stress response mechanism,has cause,stress
RAW264,subclass of,E-IEs
Proteomic,studies,proteins
citrate metabolism,instance of,KEGG pathway
starch,instance of,KEGG pathway
sucrose metabolism,instance of,KEGG pathway
pyruvate metabolism,instance of,KEGG pathway
active induction,subclass of,biological activity
microorganisms,subclass of,in vivo
Contactin-associated protein-like 2,instance of,gene
Biallelic CNTNAP2 loss,has effect,Pitt-Hopkins-like syndrome-1
Pitt-Hopkins-like syndrome-1,has cause,Biallelic CNTNAP2 loss
global developmental delay,subclass of,intellectual disability
Seizure,part of,first two years of life
Antiseizure medications,medical condition treated,seizure
Autism spectrum disorder,subclass of,neuropsychiatric comorbidities
temporal lobes,part of,brain
mono-,instance of,Genotype
bi-allelic variants,subclass of,Genotype
biallelic,opposite of,monoallelic
monoallelic,opposite of,biallelic
epilepsy,subclass of,cognitive impairment
recessive disease,opposite of,autosomal dominant inheritance
heterozygous variants,opposite of,autosomal dominant inheritance
autosomal dominant inheritance,opposite of,recessive disease
autosomal dominant inheritance,opposite of,heterozygous variants
primary visual cortex,has part,V1
V1,part of,primary visual cortex
cortical,part of,circuits
circuits,has part,cortical
Model-Based Targeted Dimensionality Reduction,use,statistical modeling
predictive coding framework,use,training
expected stimuli,subclass of,neural responses
novel stimuli,subclass of,neural responses
novel stimulus,opposite of,familiar one
familiar one,opposite of,novel stimulus
time,part of,sequence
sequence,has part,time
visual circuits,has part,coding spatiotemporal information
coding spatiotemporal information,part of,visual circuits
disease,has cause,Pathogen
Synthetic pyrethroid,subclass of,insecticide
ATP-binding cassette,subclass of,transporters
ABC transporter,instance of,gene
ABC transporter subfamilies,parent taxon,Pipiens
phylogenetic,subclass of,analysis
verapamil,subject has role,ABC transporter inhibitor
ABCB,instance of,gene
ABCC,instance of,gene
ABCG,instance of,gene
head,connects with,chest
chest,connects with,head
ABCG6032427,has effect,ABCG6032427 knockdown
ABCG6032427 knockdown,has cause,ABCG6032427
cuticle,part of,structure
structure,has part,cuticle
deltamethrin,subject has role,resistance management
Psiocene,has part,Psiocene
Psiocene,part of,Psiocene
neuroglia,part of,central nervous system
OPC,subclass of,remyelinating capacity
remyelination,subclass of,neurological disease
physiology of aOCCs,studies,aOCCs
aOCCs,studied by,physiology of aOCs
aOCs,studied by,physiology of aOCs
senescence,subclass of,disease
brain pathology,studied by,therapeutic strategies
therapeutic strategies,studies,brain pathology
climate change,subclass of,environmental change
evolution of plasticity,facet of,plasticity
adaptive evolution,subclass of,evolves
range shift,facet of,climate change
Late Ordovician mass extinction event,part of,five great extinction events
five great extinction events,has part,Late Ordovician mass extinction event
outlier,subclass of,mass extinction
ocean chemistry,part of,atmospheric composition
human-induced biodiversity crisis,instance of,extinction drivers
intensifying,said to be the same as,sixth mass extinction
sixth mass extinction,said to be the same as,intensifying
Conservation behaviour,subclass of,animal behaviour
Conservation behaviour intervention,facet of,conservation
lethal control,subclass of,managing the impact of a problematic species
conservation,subclass of,ethical considerations
ethical considerations,part of,researchers
Cellular condensation,subclass of,condensate
contact,part of,membrane
condensates,different from,membranes
membranes,different from,condensates
condensate,part of,interorganellar communication
interorganellar communication,has part,condensate
plant,opposite of,animal field
animal field,opposite of,plant
ethical,has part,practical concerns
model training,facet of,artificial intelligence
AI,has part,biological interpretability
biological interpretability,part of,AI
alternative AI strategies,subclass of,AI
integrated database,subclass of,data-driven
carcinogen,subclass of,chemical
Synthetic microbial community,subclass of,biosensor
SynCom,subclass of,biosensor
SynCom,product or material produced,biosensor
gene transfer,subclass of,transduce
GRR,subclass of,iCre
intraplacental injection,subclass of,expression
embryo,has part,organ
organ,part of,embryo
iCre,subclass of,intraplacental injection
Allergic contact dermatitis,subclass of,skin disorder
avoid contact with allergens,medical condition treated,ACD
avoiding exposure,different from,avoiding exposure
allergen avoidance,subclass of,treatment
methionine,instance of,amino acid
ACD,has cause,"1-fluoro-2,4-dinitrobenzene"
"1-fluoro-2,4-dinitrobenzene",has effect,ACD
ACD,has part,methionine
dimethylglycine,subclass of,betaine-homocysteine methyltransferase
dermatitis,has effect,dermatitis symptoms
dermatitis symptoms,has cause,dermatitis
incisive canal,has part,dry maxillae
dry maxillae,part of,incisive canal
human,has part,Caucasian
surgical microscope,uses,naked eye
incisive,subclass of,canal
double,followed by,triple canal
incisive,part of,canal
septum,part of,canal
canal,has part,septum
Canals,has part,foramen
foramen,part of,Canals
septa,part of,canal
canal,part of,canal
canal,has part,canal
type III canal,different from,type III canal
incisive canal,part of,anterior maxillary region
anterior maxillary region,has part,incisive canal
radiotherapy,subclass of,radiation treatment
PET,subclass of,functional imaging
thoracic,subclass of,malignancies
gastrointestinal,subclass of,malignancies
hematologic,subclass of,malignancies
thresholds,subclass of,radiotracers
metastatic,subclass of,breast cancer
Breast cancer radiation therapy,facet of,Breast cancer
radiotherapeutic management,facet of,breast cancer
treatment,medical condition treated,liver cancer
liver cancer,drug used for treatment,treatment
hepatocellular carcinoma,subclass of,primary liver cancer
intrahepatic cholangiocarcinoma,subclass of,primary liver cancer
liver stereotactic body radiation therapy,instance of,studies
adaptive therapy,subclass of,radiation therapy
Y-90,subclass of,transarterial radioembolization
Starch,subclass of,carbohydrate
biomacromolecule,studied by,physicochemical
"5,10,15,20-tetrakis(1-methylpyridinium-4-yl)porphyrin tetraiodide",subject has role,antimicrobial
reddish coloration,facet of,transparency
polymeric,has part,hydrophobicity
TMPyP,has part,Starch
glycocarrier,subclass of,biomaterial
potato galactan,instance of,polysaccharide
Galactan,different from,galactan
galactan,different from,Galactan
P,has part,P
type I,subclass of,rhamnogalacturonan
galectin-3,instance of,polysaccharides
polysaccharide,different from,polysaccharide
Bacterial cellulose,subclass of,hydrogel
tensile deformation,subclass of,mechanical properties
uniaxial tensile deformation,subclass of,tensile deformation
strain-dependent deformation,subclass of,deformation
hyaluronan,subject has role,dietary supplement
bioavailability,facet of,mechanism of action
mouse models,facet of,Alzheimer's disease
BALB,has part,c
c,part of,BALB
AβPP,instance of,gene
ELISA,subclass of,immunocytochemistry
AβPP,subclass of,amyloid plaques
Aβ,subclass of,amyloid plaques
Social housing,opposite of,intra-cage
intra-cage,opposite of,Social housing
non-cognitive,opposite of,cognitive
retinal indices of neurodegeneration,instance of,biomarker
retinal sensitivity,part of,retinal neural structure
retinal nerve fiber layer,part of,retinal neural structure
retinal neural structure,has part,retinal sensitivity
retinal neural structure,has part,retinal nerve fiber layer
The Maastricht Study,number of participants,"5,666"
hypertension,has cause,hyperglycemia
cerebral neurodegeneration,has effect,dementia
dementia,has cause,cerebral neurodegeneration
tau pathology,has cause,prion
prion,has effect,tau pathology
AIS,has part,TauOs
western blotting,subclass of,immunofluorescence microscopy
TRIM46,instance of,protein
WT,opposite of,TKO
TKO,opposite of,WT
AIS,part of,neuron
neuron,has part,tau
Depression,subclass of,symptoms
light therapy,medical condition treated,dementia
dementia,drug used for treatment,light therapy
Depression,drug used for treatment,Phototherapy
Phototherapy,medical condition treated,Depression
cross-controlled studies,subclass of,randomized controlled studies
GRADE and Review Manager,publication date,5.4.1
meta-analysis,facet of,software
studies,part of,databases
databases,has part,studies
dementia,instance of,age
depression,subclass of,symptoms
non-stable interventions,has part,ceiling LED lights
ceiling LED lights,part of,non-stable interventions
depressive symptoms,has cause,dementia
dementia,has effect,depressive symptoms
apolipoprotein ɛ4,instance of,allele
United States,ethnic group,Hispanic
ɛ4 allele,subclass of,APOE
Latin America,has part,Hispanic
Odds ratio,facet of,random effects analysis
Caribbean,continent,South America
South America,has part,Caribbean
Cuban,located on terrain feature,Caribbean
APOE,has effect,ADRD
ADRD,has cause,APOE
OR,different from,95% CI
95% CI,different from,OR
APOE ɛ4,has effect,ADRD
Hispanic,instance of,subgroups
Central America,has part,Caribbean
Caribbean,part of,Central America
genetic,has effect,environmental
Diabetes mellitus,has effect,dementia
Alzheimer's disease,subclass of,dementia
epigenetic,studies,DNA modification
DNA modification,studied by,epigenetic
genome,has part,genomic DNA
genomic DNA,part of,genome
oligodendroglia,instance of,biological pathways
5hmC profiling,instance of,diagnostic
DM-associated AD,opposite of,non-AD/non-DM controls
DM-associated AD,has cause,diabetes
diabetes,has effect,DM-associated AD
Coffee rust,facet of,coffee
snail,subclass of,biological agent
invasive species,subclass of,species
ecological,has part,epidemiological
epidemiological,part of,ecological
equilibria,facet of,stability
numerical analysis,studies,system
system,studied by,numerical analysis
rust pandemic,has cause,snail population
snail population,has effect,rust pandemic
biological agents,part of,ecosystem
ecosystem,has part,biological agents
Nannochloropsis microalgae,instance of,biochar
biochar,subclass of,by-product
biochar,subclass of,fuel
biochar,subclass of,biomasses
B1,subclass of,pellets
B2,subclass of,pellets
B3,subclass of,pellets
microalgae,subclass of,biochar
lignin,subclass of,biomass
biomass,has part,moisture
impact resistance,subclass of,mechanical strength
microalgae pellets,subclass of,biomass
biochar,subclass of,alternative fuel
Moderate-intensity intermittent exercise,facet of,Alzheimer dementia
hippocampus,part of,rat model
rat model,has part,hippocampus
Sprague Dawley,subclass of,rats
run,uses,treadmill
treadmill,use,run
TMT,subclass of,Intraperitoneal injection
Morris Water Maze,use,spatial memory
phosphorylated tau,subclass of,protein
pyramidal neuron,part of,hippocampal
brain-derived neurotrophic factor,studied by,immunohistochemistry
tumor necrosis factor-alpha,studied by,immunohistochemistry
interleukin-10,studied by,immunohistochemistry
memory impairment,has cause,TMT exposure
E,opposite of,N
N,opposite of,E
CA1,subclass of,pyramidal neuron
CA2-3,subclass of,pyramidal neuron
TNF-α,has part,IL-10
TMT,has effect,BDNF
spatial memory,subclass of,neuronal loss
Macromolecular interaction,studied by,biology
biology,studies,Macromolecular interaction
organism,has part,cellular processes
proteins,part of,cell
biotinylates,subclass of,biomolecule
leptomycin B,subject has role,nuclear export inhibitor
nuclear export signal,part of,APEX2
phagocytic,subclass of,immune cells
succinate,subject has role,anti-melanoma
poly(ethylene succinate) (PES MP)-based vaccines,medical condition treated,melanoma
melanoma,drug used for treatment,poly(ethylene succinate) (PES MP)-based vaccines
succinate delivery,has part,succinate receptor
immunometabolism,subclass of,cancer immunotherapies
interspecific social play,subclass of,play socially
perception,part of,communication
YouTube,instance of,videos
ISP,product or material produced,network
carnivores,subclass of,mammals
Carnivore,parent taxon,ungulate
avian,parent taxon,reptile
conspecifics,subclass of,Animal
interacting,participant,species
anecdotal,subclass of,Systematic studies
age,part of,history of participants
sex,part of,history of participants
history of participants,has part,age
history of participants,has part,sex
extracellular vesicles,subclass of,intercellular communication
Depression,instance of,disability
depression,drug used for treatment,treatment options for depression
treatment options for depression,medical condition treated,depression
heterogeneous clinical presentation,facet of,major depression disorder
mood,subclass of,symptom
pathophysiological,studied by,pathophysiological
pathophysiological,studies,pathophysiological
immunometabolic dysregulations,has effect,depression
commensal,subclass of,microbes
immunometabolic imbalance,subclass of,atypical depressive symptoms
treatment-resistant depression,subclass of,MDD
steatosis,has effect,non-alcoholic fatty liver disease
non-alcoholic fatty liver disease,has cause,steatosis
hepatocyte,has effect,hepatocyte-specific GHR knockdown
hepatocyte-specific GHR knockdown,has cause,hepatocyte
STAT5b,subclass of,IGF1
KHK,different from,GCK
GCK,different from,KHK
GCK,encodes,KHK
IGF1,part of,STAT5b
STAT5b,has part,IGF1
insulin,has part,GH
metabolism,studied by,physiologic
SARS-CoV-2,instance of,virus
infections,has cause,population
population,has effect,infections
genome copy,has cause,SARS-CoV-2
GC,subclass of,sampling
SARS-CoV-2,has effect,GC
GC,has cause,SARS-CoV-2
